,y_test,y_pred,residual
2358,590,158115.11879603533,-157525.11879603533
5110,253,158118.1678505583,-157865.1678505583
4772,1900,158119.43844405137,-156219.43844405137
5782,1400,158127.75476970852,-156727.75476970852
2728,2866,158134.84139075316,-155268.84139075316
2676,308,158139.04692659221,-157831.04692659221
6021,1030,158141.04905115764,-157111.04905115764
396,480,158142.57653343971,-157662.57653343971
309,2563,158143.7558365437,-155580.7558365437
3927,1358,158161.8916207768,-156803.8916207768
361,730,158180.32158086507,-157450.32158086507
903,650,158187.14800455674,-157537.14800455674
3983,200,158205.4603519516,-158005.4603519516
1126,590,158217.89392805775,-157627.89392805775
3453,370,158230.56223510625,-157860.56223510625
1509,849,158231.29292700096,-157382.29292700096
5477,1040,158233.17054991692,-157193.17054991692
2781,758,158263.01163743468,-157505.01163743468
5941,476,158276.64472323135,-157800.64472323135
4219,400,158309.17103643855,-157909.17103643855
960,2437,158311.52548814664,-155874.52548814664
2456,1779,158325.43920512288,-156546.43920512288
1578,330,158325.55084030709,-157995.55084030709
4884,210,158345.40073427188,-158135.40073427188
5067,300,158352.01101783334,-158052.01101783334
4778,443,158360.860763801,-157917.860763801
5980,3515,158361.82096942267,-154846.82096942267
3932,314,158392.67304385154,-158078.67304385154
4796,686,158407.47050551735,-157721.47050551735
5412,280,158421.83977578086,-158141.83977578086
5688,527,158429.0130009133,-157902.0130009133
1418,1015,158433.7585474277,-157418.7585474277
1648,850,158445.46230880564,-157595.46230880564
5204,3000,158458.4196950251,-155458.4196950251
2508,820,158487.91397453105,-157667.91397453105
1529,580,158517.052733049,-157937.052733049
2712,601,158531.8478592184,-157930.8478592184
3964,543,158584.21015761283,-158041.21015761283
721,5500,158593.65778705195,-153093.65778705195
3363,386,158610.2283468046,-158224.2283468046
4136,854,158613.13976972355,-157759.13976972355
5584,2450,158616.62427939376,-156166.62427939376
5500,383,158646.182137567,-158263.182137567
2449,1200,158671.97921910445,-157471.97921910445
6247,1500,158691.359416143,-157191.359416143
120,1060,158702.70313818305,-157642.70313818305
2340,950,158729.78310284292,-157779.78310284292
6069,1200,158770.7735942043,-157570.7735942043
5048,2380,158772.8468280449,-156392.8468280449
1614,550,158774.7215939859,-158224.7215939859
1955,1257,158792.00730770995,-157535.00730770995
2400,1590,158800.55422906802,-157210.55422906802
1476,200,158812.48685652984,-158612.48685652984
5516,199,158815.94871348343,-158616.94871348343
1318,2607,158828.84178830648,-156221.84178830648
72,420,158838.36722516318,-158418.36722516318
2720,2219,158859.19391737203,-156640.19391737203
350,1568,158861.28902320858,-157293.28902320858
6195,2830,158878.84913264695,-156048.84913264695
2370,241,158911.39393376984,-158670.39393376984
4316,1029,158915.4687173694,-157886.4687173694
6011,1478,158916.80746113975,-157438.80746113975
6249,500,158931.3109682936,-158431.3109682936
5770,760,158949.1851846616,-158189.1851846616
5295,950,158958.4842468643,-158008.4842468643
2326,1459,158961.88199038702,-157502.88199038702
1947,6430,158969.43955723246,-152539.43955723246
2166,750,158988.40905268746,-158238.40905268746
4207,636,159001.73367745138,-158365.73367745138
4754,450,159007.71621909767,-158557.71621909767
6050,2400,159090.7919511614,-156690.7919511614
2603,1200,159113.7263936184,-157913.7263936184
4379,2850,159122.64633739358,-156272.64633739358
6256,450,159126.0605979167,-158676.0605979167
1038,1690,159133.82933659846,-157443.82933659846
436,246,159137.58801975925,-158891.58801975925
5139,220,159158.1329867028,-158938.1329867028
5531,1000,159165.6316192152,-158165.6316192152
3638,616,159171.67918456034,-158555.67918456034
1201,1354,159178.04285013574,-157824.04285013574
2804,3000,159178.18072673102,-156178.18072673102
481,400,159178.6717764476,-158778.6717764476
3165,650,159190.86020212967,-158540.86020212967
5704,750,159193.81843089132,-158443.81843089132
5447,400,159201.36979890076,-158801.36979890076
315,1391,159215.65202010123,-157824.65202010123
3986,1991,159218.49918708045,-157227.49918708045
4120,329,159233.6537301475,-158904.6537301475
847,758,159237.63902585418,-158479.63902585418
5194,400,159248.46392678499,-158848.46392678499
6004,710,159264.4888756542,-158554.4888756542
3555,199,159265.49463065295,-159066.49463065295
5281,1250,159266.6141349702,-158016.6141349702
5621,391,159270.75422005038,-158879.75422005038
5427,788,159274.0029586852,-158486.0029586852
1511,750,159285.26372339332,-158535.26372339332
3448,600,159289.90104069913,-158689.90104069913
988,400,159295.02983603644,-158895.02983603644
3362,1261,159296.39244684172,-158035.39244684172
1107,280,159318.07796330296,-159038.07796330296
5670,1056,159363.09358725272,-158307.09358725272
5594,6430,159384.95713343413,-152954.95713343413
5378,950,159385.43638458522,-158435.43638458522
4679,1200,159389.94032134934,-158189.94032134934
3904,946,159397.39145291725,-158451.39145291725
922,1139,159413.1493819702,-158274.1493819702
3404,849,159423.7266141327,-158574.7266141327
367,982,159424.57752390078,-158442.57752390078
5751,529,159474.98616199833,-158945.98616199833
4278,500,159480.23431853123,-158980.23431853123
1067,890,159502.19784423203,-158612.19784423203
1460,550,159508.72720810448,-158958.72720810448
4758,953,159514.1480076362,-158561.1480076362
5677,873,159532.37020651158,-158659.37020651158
4833,534,159533.59334699006,-158999.59334699006
1909,293,159535.6194037669,-159242.6194037669
4415,456,159552.38973111202,-159096.38973111202
318,1069,159574.12521867157,-158505.12521867157
4931,583,159591.138969114,-159008.138969114
5264,1205,159595.7179608125,-158390.7179608125
1200,550,159596.34143179646,-159046.34143179646
3217,1500,159618.6300870389,-158118.6300870389
5853,4205,159623.5784043159,-155418.5784043159
3921,2343,159624.02322085336,-157281.02322085336
6229,943,159639.7099356847,-158696.7099356847
2917,280,159646.7681175957,-159366.7681175957
3306,240,159653.60860971038,-159413.60860971038
5376,463,159655.97410200868,-159192.97410200868
1619,450,159669.58033933467,-159219.58033933467
4307,320,159677.1924460274,-159357.1924460274
536,255,159686.57569337424,-159431.57569337424
4263,400,159691.08844012342,-159291.08844012342
5035,2000,159708.46855224014,-157708.46855224014
852,1329,159708.76093126705,-158379.76093126705
6102,490,159716.4448778781,-159226.4448778781
6071,450,159716.76429088396,-159266.76429088396
3491,789,159724.39785107807,-158935.39785107807
4535,1419,159724.4675988714,-158305.4675988714
4899,1675,159725.53953669476,-158050.53953669476
2811,790,159730.28988345517,-158940.28988345517
4588,330,159751.19112578547,-159421.19112578547
3284,2180,159754.2384765339,-157574.2384765339
3423,6430,159763.6918863816,-153333.6918863816
5624,558,159797.71954453303,-159239.71954453303
1050,6430,159799.45464171816,-153369.45464171816
400,4486,159804.90547060207,-155318.90547060207
4654,1483,159815.0326222439,-158332.0326222439
112,645,159816.67078361555,-159171.67078361555
6161,1109,159819.69019225633,-158710.69019225633
2580,360,159820.3357333712,-159460.3357333712
5179,4244,159828.6494410852,-155584.6494410852
575,250,159839.40631600644,-159589.40631600644
49,699,159913.7148059259,-159214.7148059259
4433,550,159922.0514389048,-159372.0514389048
463,350,159931.05693058946,-159581.05693058946
1610,1298,159940.86661810207,-158642.86661810207
1390,770,159942.1890363218,-159172.1890363218
3971,613,159943.45078620652,-159330.45078620652
5058,1724,159965.53731184642,-158241.53731184642
326,1071,159979.78574898062,-158908.78574898062
2242,885,159984.7299832939,-159099.7299832939
3592,1100,160012.70012448862,-158912.70012448862
3028,888,160016.94164311353,-159128.94164311353
4271,1458,160017.37513623582,-158559.37513623582
129,1721,160023.6452343415,-158302.6452343415
4272,473,160025.27362815273,-159552.27362815273
4882,371,160031.48423991972,-159660.48423991972
2321,599,160041.08817498328,-159442.08817498328
2264,599,160041.41243087008,-159442.41243087008
5571,6430,160050.30219800028,-153620.30219800028
2464,4256,160050.90104397447,-155794.90104397447
2798,3399,160058.2562794557,-156659.2562794557
4995,965,160064.02463942353,-159099.02463942353
1756,2000,160068.44048695828,-158068.44048695828
2535,470,160073.06113566624,-159603.06113566624
849,1252,160097.84359709467,-158845.84359709467
2524,488,160164.21065393984,-159676.21065393984
3243,1000,160165.26742653956,-159165.26742653956
6147,1000,160165.26851545618,-159165.26851545618
612,400,160211.1170087106,-159811.1170087106
1765,1350,160218.30524738753,-158868.30524738753
3074,550,160233.3682223719,-159683.3682223719
1805,750,160234.94871176517,-159484.94871176517
3195,1495,160244.9253528743,-158749.9253528743
5867,810,160250.39651176933,-159440.39651176933
6086,950,160257.89116638392,-159307.89116638392
1794,1084,160257.9949210374,-159173.9949210374
5374,1146,160273.3874524228,-159127.3874524228
621,399,160289.5833825453,-159890.5833825453
3169,270,160294.13182520744,-160024.13182520744
1393,700,160296.1621354117,-159596.1621354117
3252,677,160304.99272738956,-159627.99272738956
1836,1249,160306.6623868448,-159057.6623868448
2064,5500,160310.5672432687,-154810.5672432687
4874,2429,160322.9819478045,-157893.9819478045
1940,4000,160324.48906011105,-156324.48906011105
1487,876,160331.7767310461,-159455.7767310461
2058,750,160332.1849152815,-159582.1849152815
2047,1632,160347.88634112984,-158715.88634112984
4235,1586,160356.06589130795,-158770.06589130795
1180,240,160369.52636169258,-160129.52636169258
1490,300,160403.43483491155,-160103.43483491155
2063,400,160413.82933106658,-160013.82933106658
446,1604,160428.25325023124,-158824.25325023124
5973,1495,160442.8806055728,-158947.8806055728
4763,289,160461.89906006373,-160172.89906006373
5474,700,160525.06385708397,-159825.06385708397
5544,1262,160527.30491049192,-159265.30491049192
3142,650,160572.55759561446,-159922.55759561446
4302,280,160581.65870052238,-160301.65870052238
1475,980,160592.48743452947,-159612.48743452947
2315,1713,160598.58530451963,-158885.58530451963
1077,700,160610.45232522782,-159910.45232522782
1942,2515,160614.83232970114,-158099.83232970114
2055,1100,160616.36257517507,-159516.36257517507
4452,280,160618.7043513532,-160338.7043513532
1632,660,160639.65164123607,-159979.65164123607
4481,684,160642.10486985353,-159958.10486985353
4752,380,160645.7398034141,-160265.7398034141
179,1100,160646.91454586975,-159546.91454586975
4597,985,160660.69164718216,-159675.69164718216
1331,364,160685.2970852075,-160321.2970852075
5807,1029,160685.86975589805,-159656.86975589805
4737,1200,160688.39831863137,-159488.39831863137
6082,2563,160694.6084898965,-158131.6084898965
145,830,160705.07048963636,-159875.07048963636
1388,680,160711.51711036082,-160031.51711036082
4661,385,160722.839441454,-160337.839441454
4072,199,160744.96103248265,-160545.96103248265
3650,2570,160750.18127641658,-158180.18127641658
3301,720,160765.8945033643,-160045.8945033643
745,1600,160777.91607063374,-159177.91607063374
3843,550,160784.46039493938,-160234.46039493938
4992,849,160786.61470232857,-159937.61470232857
4515,344,160805.20291558903,-160461.20291558903
5249,1408,160810.20737927934,-159402.20737927934
4673,1356,160818.88968874232,-159462.88968874232
932,1290,160819.9485167191,-159529.9485167191
3175,1019,160822.14315733398,-159803.14315733398
43,608,160826.94236417752,-160218.94236417752
5956,6430,160839.16619750907,-154409.16619750907
4035,979,160858.042680164,-159879.042680164
4897,857,160901.46702254753,-160044.46702254753
5999,693,160910.31105398867,-160217.31105398867
5373,490,160981.05928331136,-160491.05928331136
3120,970,161016.8413302828,-160046.8413302828
2562,1205,161022.61879178646,-159817.61879178646
4924,707,161025.68750044118,-160318.68750044118
2528,937,161026.64906802386,-160089.64906802386
2854,600,161036.58249949795,-160436.58249949795
538,150,161051.1571589768,-160901.1571589768
421,801,161053.7700805045,-160252.7700805045
703,558,161053.78425509468,-160495.78425509468
1954,1100,161055.11537859018,-159955.11537859018
278,499,161063.54427663068,-160564.54427663068
610,250,161069.89025680075,-160819.89025680075
1410,629,161076.80335233253,-160447.80335233253
1628,1790,161086.6296588531,-159296.6296588531
2459,954,161088.52828103772,-160134.52828103772
4525,172,161090.85329399013,-160918.85329399013
502,849,161098.75802448558,-160249.75802448558
6053,876,161108.26845428796,-160232.26845428796
1227,1181,161111.78543026355,-159930.78543026355
2472,500,161125.51504896232,-160625.51504896232
6075,600,161127.478360085,-160527.478360085
899,220,161133.45925664064,-160913.45925664064
3757,350,161141.6021113846,-160791.6021113846
5073,737,161141.82727011343,-160404.82727011343
27,1721,161142.0771623445,-159421.0771623445
5440,320,161165.5303090649,-160845.5303090649
2959,648,161178.9172912457,-160530.9172912457
5555,6430,161181.92498308228,-154751.92498308228
1131,860,161185.26560420258,-160325.26560420258
3886,680,161185.4737918139,-160505.4737918139
3230,696,161211.44257771006,-160515.44257771006
5267,521,161242.7210467538,-160721.7210467538
3693,330,161289.32175892853,-160959.32175892853
4910,430,161322.3655787808,-160892.3655787808
4485,290,161324.11341225923,-161034.11341225923
2160,2091,161326.93600682064,-159235.93600682064
820,662,161344.7779143791,-160682.7779143791
3342,300,161346.57250448756,-161046.57250448756
5031,1050,161350.35707628296,-160300.35707628296
525,1028,161351.01361954203,-160323.01361954203
148,396,161354.99270281554,-160958.99270281554
4567,1050,161356.1925197413,-160306.1925197413
744,444,161358.59247069043,-160914.59247069043
5398,1171,161367.98297095668,-160196.98297095668
3318,1550,161369.17850080028,-159819.17850080028
3637,400,161374.36255855733,-160974.36255855733
2383,1622,161379.04931190808,-159757.04931190808
4559,430,161383.89196361814,-160953.89196361814
5647,320,161390.37472852098,-161070.37472852098
5292,1000,161396.32547310827,-160396.32547310827
4532,1600,161398.6132923926,-159798.6132923926
3978,1600,161399.5465264812,-159799.5465264812
1343,380,161400.04391871692,-161020.04391871692
571,2327,161405.0779453317,-159078.0779453317
4743,1000,161406.20638979867,-160406.20638979867
917,600,161411.7215332055,-160811.7215332055
322,292,161411.9588862616,-161119.9588862616
378,850,161412.90312491974,-160562.90312491974
3452,399,161415.83225152735,-161016.83225152735
1299,1000,161416.07771907825,-160416.07771907825
2027,1280,161421.42881919714,-160141.42881919714
5891,1460,161437.82196302697,-159977.82196302697
2094,750,161468.40043569874,-160718.40043569874
4073,750,161472.11648992423,-160722.11648992423
4892,500,161481.7629115472,-160981.7629115472
3297,1379,161502.52711520204,-160123.52711520204
3127,1371,161528.20824045382,-160157.20824045382
1932,400,161532.56024449598,-161132.56024449598
5417,303,161541.32007257585,-161238.32007257585
5038,640,161545.14410794366,-160905.14410794366
4937,975,161548.90656813668,-160573.90656813668
5560,1019,161551.41439571243,-160532.41439571243
3752,1167,161551.5250040956,-160384.5250040956
5428,1200,161553.28513667797,-160353.28513667797
907,750,161567.6604238132,-160817.6604238132
3664,2457,161584.43530403802,-159127.43530403802
2923,280,161587.14515556354,-161307.14515556354
1193,750,161595.55765679906,-160845.55765679906
739,242,161598.24444903486,-161356.24444903486
5128,685,161602.26455080026,-160917.26455080026
1100,540,161609.84932535957,-161069.84932535957
500,1174,161612.36094997957,-160438.36094997957
5285,1040,161628.06680540976,-160588.06680540976
5369,700,161631.1063265253,-160931.1063265253
2684,786,161632.13017350284,-160846.13017350284
4783,798,161634.3639796187,-160836.3639796187
5289,950,161640.7465013648,-160690.7465013648
5909,599,161644.49882797862,-161045.49882797862
6105,6430,161654.8268360475,-155224.8268360475
3635,417,161664.83865673078,-161247.83865673078
1336,580,161664.96873969742,-161084.96873969742
1735,2994,161672.8232647092,-158678.8232647092
2399,631,161674.89335822364,-161043.89335822364
979,2679,161688.32906325176,-159009.32906325176
1809,1028,161689.52824848195,-160661.52824848195
2195,1500,161697.1573423731,-160197.1573423731
732,1316,161705.56799943466,-160389.56799943466
5630,350,161714.27786969388,-161364.27786969388
3141,319,161735.85494973522,-161416.85494973522
5712,1036,161739.6271955528,-160703.6271955528
2901,550,161770.1604769066,-161220.1604769066
1775,620,161770.47737124772,-161150.47737124772
1673,309,161772.76304918024,-161463.76304918024
5199,1550,161777.2053801314,-160227.2053801314
564,2143,161787.18311031608,-159644.18311031608
245,1877,161793.54509685154,-159916.54509685154
3072,785,161797.2716906734,-161012.2716906734
4003,750,161809.4023533767,-161059.4023533767
3104,950,161836.9538106429,-160886.9538106429
901,1447,161839.26576980378,-160392.26576980378
2014,3386,161854.2929491669,-158468.2929491669
6267,650,161857.17777853354,-161207.17777853354
5979,350,161895.20826319992,-161545.20826319992
4146,300,161907.3536463719,-161607.3536463719
2681,1600,161920.86349044065,-160320.86349044065
4739,1234,161921.57117937034,-160687.57117937034
2865,750,161923.55726159134,-161173.55726159134
3521,954,161936.52574246106,-160982.52574246106
761,700,161944.27525315894,-161244.27525315894
4576,291,161947.62267043348,-161656.62267043348
5996,4500,162001.54227498124,-157501.54227498124
2341,553,162010.635105744,-161457.635105744
5793,6430,162013.0183119396,-155583.0183119396
3807,1200,162017.59737409977,-160817.59737409977
3965,300,162022.2901742882,-161722.2901742882
1229,208,162027.5753219137,-161819.5753219137
1112,1184,162055.1901604505,-160871.1901604505
3929,750,162055.54024180394,-161305.54024180394
5530,450,162063.91666288013,-161613.91666288013
2021,380,162070.1734233537,-161690.1734233537
4156,750,162081.24030297183,-161331.24030297183
413,640,162086.9488673938,-161446.9488673938
4193,999,162091.32712986687,-161092.32712986687
3671,500,162092.00065002442,-161592.00065002442
5616,600,162105.3830359835,-161505.3830359835
3524,1530,162109.85519663428,-160579.85519663428
6037,2286,162112.06769987888,-159826.06769987888
4550,2289,162136.06421093992,-159847.06421093992
3519,1244,162148.83856839343,-160904.83856839343
1803,250,162154.2939360376,-161904.2939360376
4190,896,162157.13050898572,-161261.13050898572
4706,1500,162163.33284156714,-160663.33284156714
1224,1166,162169.89630643677,-161003.89630643677
2874,895,162170.7398835055,-161275.7398835055
5066,289,162183.23697168703,-161894.23697168703
4283,980,162189.95510599428,-161209.95510599428
452,2872,162196.68843890098,-159324.68843890098
5092,6430,162208.4231750495,-155778.4231750495
5802,640,162209.9842406366,-161569.9842406366
6167,445,162211.88660127608,-161766.88660127608
4719,260,162216.54779582063,-161956.54779582063
4601,1870,162240.88902068723,-160370.88902068723
4520,1645,162254.05710297247,-160609.05710297247
5964,1273,162262.718883288,-160989.718883288
122,517,162276.091387869,-161759.091387869
2491,1300,162288.43063506743,-160988.43063506743
1272,655,162294.656304804,-161639.656304804
4699,390,162313.71195696123,-161923.71195696123
379,490,162318.0242019925,-161828.0242019925
1360,747,162331.58486986763,-161584.58486986763
4092,220,162334.34165454126,-162114.34165454126
3631,1145,162348.35617077613,-161203.35617077613
549,1900,162355.20914889663,-160455.20914889663
1320,920,162366.65821199756,-161446.65821199756
3450,1056,162376.2870704162,-161320.2870704162
210,849,162385.16138490866,-161536.16138490866
4441,852,162386.58429517905,-161534.58429517905
3077,300,162389.78386475757,-162089.78386475757
4185,1100,162391.5766114606,-161291.5766114606
947,1586,162397.9666106527,-160811.9666106527
6194,220,162416.22761971073,-162196.22761971073
4853,775,162424.70019538072,-161649.70019538072
1367,1990,162440.2104373088,-160450.2104373088
1626,3106,162453.2976788684,-159347.2976788684
5034,550,162483.08804993716,-161933.08804993716
5390,710,162488.64101683887,-161778.64101683887
5945,700,162503.8684037854,-161803.8684037854
5893,520,162508.40200327587,-161988.40200327587
2581,1018,162529.76090123705,-161511.76090123705
5484,1000,162541.58449320286,-161541.58449320286
4784,634,162566.54598363955,-161932.54598363955
3972,800,162572.32049909447,-161772.32049909447
108,5044,162578.88239786404,-157534.88239786404
1594,800,162597.49909514113,-161797.49909514113
2853,390,162601.192539805,-162211.192539805
3556,800,162601.5797347283,-161801.5797347283
3262,600,162604.11759368153,-162004.11759368153
4355,2399,162604.96366397315,-160205.96366397315
5637,1088,162616.87155811134,-161528.87155811134
3061,1500,162618.09154742034,-161118.09154742034
2291,650,162620.7626978576,-161970.7626978576
20,687,162624.63155538446,-161937.63155538446
5984,880,162627.78909618378,-161747.78909618378
4405,550,162631.50696844287,-162081.50696844287
230,1510,162639.57459225497,-161129.57459225497
4767,1193,162643.7538801073,-161450.7538801073
5547,1494,162645.67012131715,-161151.67012131715
630,986,162649.76810371154,-161663.76810371154
2543,731,162657.5735319101,-161926.5735319101
390,240,162657.70448378453,-162417.70448378453
339,454,162658.7433784058,-162204.7433784058
2377,1000,162674.88684832983,-161674.88684832983
1292,371,162686.9953393576,-162315.9953393576
2850,1000,162688.11551873942,-161688.11551873942
1760,969,162703.21644046943,-161734.21644046943
3960,400,162703.64289991104,-162303.64289991104
3910,2563,162704.7788836564,-160141.7788836564
2575,499,162708.2676890953,-162209.2676890953
2759,3936,162718.88851680394,-158782.88851680394
4806,1448,162728.95599101772,-161280.95599101772
5143,511,162731.89617511918,-162220.89617511918
373,1089,162734.44099094573,-161645.44099094573
3760,839,162740.01944490647,-161901.01944490647
1444,420,162750.9270596065,-162330.9270596065
3198,749,162757.61280302593,-162008.61280302593
1206,1585,162762.22830890212,-161177.22830890212
4462,680,162762.7077243376,-162082.7077243376
4480,540,162765.217729207,-162225.217729207
158,585,162770.9570803522,-162185.9570803522
4575,1172,162784.11308964834,-161612.11308964834
3922,514,162784.9241982184,-162270.9241982184
2432,606,162789.47438763932,-162183.47438763932
2280,2076,162809.82896073352,-160733.82896073352
5236,213,162814.9092451266,-162601.9092451266
2764,520,162818.99807893546,-162298.99807893546
1710,600,162821.65826483667,-162221.65826483667
3712,1582,162832.93139605905,-161250.93139605905
4450,299,162832.94936049022,-162533.94936049022
3484,465,162843.37884953694,-162378.37884953694
2559,879,162848.02536059867,-161969.02536059867
2150,1090,162852.327843097,-161762.327843097
4569,640,162852.59258415634,-162212.59258415634
4933,790,162854.0561285615,-162064.0561285615
3946,270,162856.2947196964,-162586.2947196964
4501,570,162859.02503629014,-162289.02503629014
5831,479,162874.82949612816,-162395.82949612816
5671,750,162877.22507917453,-162127.22507917453
4497,1271,162886.8988678218,-161615.8988678218
2844,3199,162887.77941447662,-159688.77941447662
3396,1021,162890.97121749626,-161869.97121749626
3988,400,162893.70551434573,-162493.70551434573
229,478,162895.15980865533,-162417.15980865533
5825,1652,162908.2225538333,-161256.2225538333
2807,800,162929.46773977546,-162129.46773977546
3683,656,162942.16670899515,-162286.16670899515
6158,1200,162944.25586449477,-161744.25586449477
6207,800,162946.11680071504,-162146.11680071504
698,790,162951.2670796942,-162161.2670796942
5392,550,162953.28495319546,-162403.28495319546
75,1699,162959.70071966303,-161260.70071966303
5581,850,162963.9294731671,-162113.9294731671
4901,580,163023.11118906806,-162443.11118906806
6184,1000,163027.01189884826,-162027.01189884826
2385,2323,163029.01861523115,-160706.01861523115
4528,2836,163031.88466596,-160195.88466596
355,450,163035.61491235063,-162585.61491235063
5105,1144,163051.20496809756,-161907.20496809756
3117,200,163062.00821741496,-162862.00821741496
3395,818,163064.7052371413,-162246.7052371413
617,780,163072.63921658284,-162292.63921658284
3950,900,163108.37134931763,-162208.37134931763
3161,900,163128.44736836213,-162228.44736836213
4544,1480,163133.05841153488,-161653.05841153488
4428,530,163159.8445625494,-162629.8445625494
1740,1054,163172.97884482975,-162118.97884482975
5794,720,163174.0013366403,-162454.0013366403
1534,1875,163183.75664026942,-161308.75664026942
1867,779,163191.33173309488,-162412.33173309488
1959,290,163193.72435595255,-162903.72435595255
601,560,163210.8770150274,-162650.8770150274
5788,400,163213.25770107794,-162813.25770107794
199,301,163224.4150869367,-162923.4150869367
3687,3300,163224.79184278904,-159924.79184278904
1108,1334,163229.86912522375,-161895.86912522375
1862,1670,163229.86912522375,-161559.86912522375
317,2071,163230.43600540687,-161159.43600540687
5472,1880,163231.5499116417,-161351.5499116417
5729,461,163239.9470557236,-162778.9470557236
3001,399,163247.94028208996,-162848.94028208996
1431,4160,163258.08974628974,-159098.08974628974
5306,350,163263.57003229493,-162913.57003229493
5548,352,163265.99634025458,-162913.99634025458
3292,1090,163266.09727307095,-162176.09727307095
1993,1154,163286.42842535744,-162132.42842535744
1902,800,163293.54792220952,-162493.54792220952
1115,1602,163312.72198606477,-161710.72198606477
2944,3500,163315.47096853406,-159815.47096853406
1777,2086,163318.66546789743,-161232.66546789743
5357,480,163325.89395598325,-162845.89395598325
2619,1189,163326.03382532822,-162137.03382532822
1587,1685,163326.3138477693,-161641.3138477693
422,1400,163334.8906773881,-161934.8906773881
1041,650,163337.13791317403,-162687.13791317403
2628,2997,163371.63715520405,-160374.63715520405
635,1539,163384.35816442908,-161845.35816442908
3779,600,163386.63300024703,-162786.63300024703
1767,6430,163391.9493393665,-156961.9493393665
4697,863,163392.66609112456,-162529.66609112456
4708,1324,163393.70988552406,-162069.70988552406
4282,1170,163396.13395177427,-162226.13395177427
2654,918,163396.9352726338,-162478.9352726338
1966,900,163404.2238133207,-162504.2238133207
5345,2271,163426.34559699954,-161155.34559699954
1764,2949,163427.84728340214,-160478.84728340214
78,490,163436.30141165789,-162946.30141165789
2610,1280,163438.08241916198,-162158.08241916198
3302,680,163448.9458022114,-162768.9458022114
2350,1000,163450.8052482398,-162450.8052482398
6137,360,163461.74399197559,-163101.74399197559
5528,1487,163467.66200044888,-161980.66200044888
4280,814,163473.54765675796,-162659.54765675796
21,3092,163486.4925317749,-160394.4925317749
475,500,163521.89319166532,-163021.89319166532
6110,2000,163525.9092474614,-161525.9092474614
1904,945,163551.1661944094,-162606.1661944094
993,650,163553.4242423035,-162903.4242423035
5985,4214,163575.37575092472,-159361.37575092472
4121,400,163592.50721332888,-163192.50721332888
3041,1478,163594.26480403653,-162116.26480403653
4749,210,163594.31894069686,-163384.31894069686
4867,1074,163604.53270047135,-162530.53270047135
1185,796,163619.83271706125,-162823.83271706125
3033,450,163629.2175485321,-163179.2175485321
6076,2101,163631.1255681869,-161530.1255681869
5258,889,163657.09360811385,-162768.09360811385
2800,175,163673.7247970605,-163498.7247970605
142,699,163675.55493798814,-162976.55493798814
4266,750,163690.12286858866,-162940.12286858866
2899,400,163700.27960457385,-163300.27960457385
267,563,163702.1875440061,-163139.1875440061
5360,350,163711.96275701158,-163361.96275701158
247,5200,163722.94426897354,-158522.94426897354
65,1100,163723.7062212054,-162623.7062212054
2368,3000,163726.30372023405,-160726.30372023405
3956,1303,163741.63715874663,-162438.63715874663
2023,655,163769.57524135214,-163114.57524135214
5754,3593,163770.09030345196,-160177.09030345196
3999,343,163777.3323422689,-163434.3323422689
358,300,163792.3959673392,-163492.3959673392
3477,1356,163836.7077692383,-162480.7077692383
4609,6430,163836.79868687314,-157406.79868687314
5810,4054,163851.29890901127,-159797.29890901127
4676,1301,163855.78370013647,-162554.78370013647
2950,974,163867.4159860739,-162893.4159860739
3968,650,163869.96248038393,-163219.96248038393
1383,644,163883.70477772146,-163239.70477772146
2622,1051,163892.3676649326,-162841.3676649326
3719,2700,163893.44176086196,-161193.44176086196
4876,1299,163897.70159187456,-162598.70159187456
5628,764,163900.97369412455,-163136.97369412455
645,1714,163902.92650083094,-162188.92650083094
3903,255,163942.65956399348,-163687.65956399348
900,2182,163961.73057739253,-161779.73057739253
3623,6430,163977.97976259812,-157547.97976259812
1158,1276,164009.2501188889,-162733.2501188889
461,2105,164034.31482291923,-161929.31482291923
5156,386,164034.5673398247,-163648.5673398247
1832,2695,164069.22084640706,-161374.22084640706
3926,6430,164084.87458202938,-157654.87458202938
606,750,164087.4094762405,-163337.4094762405
5635,700,164099.78942348628,-163399.78942348628
713,877,164100.14905052786,-163223.14905052786
3995,1818,164120.40071283304,-162302.40071283304
1425,453,164121.9781230155,-163668.9781230155
913,280,164135.83309967903,-163855.83309967903
3214,3600,164150.85322544223,-160550.85322544223
4014,614,164164.59007957074,-163550.59007957074
4631,222,164166.06109679767,-163944.06109679767
910,1200,164185.94323985107,-162985.94323985107
1633,250,164189.77192761475,-163939.77192761475
168,2746,164190.74276350214,-161444.74276350214
3386,850,164196.6014363219,-163346.6014363219
4751,1344,164211.692867305,-162867.692867305
4337,500,164220.26570103184,-163720.26570103184
5749,620,164229.06817341596,-163609.06817341596
4551,750,164244.64942416069,-163494.64942416069
2278,837,164248.01492708715,-163411.01492708715
1452,475,164264.81955791198,-163789.81955791198
2480,560,164272.13029272447,-163712.13029272447
5078,1300,164275.60203206385,-162975.60203206385
530,1129,164288.3829847998,-163159.3829847998
5322,450,164294.25424716168,-163844.25424716168
2538,900,164297.8692524432,-163397.8692524432
1654,699,164301.51389809267,-163602.51389809267
4552,610,164316.79123532755,-163706.79123532755
2486,693,164325.98225717805,-163632.98225717805
