,y_test,y_pred,residual
3234,2271,133821.54542244636,-131550.54542244636
760,4019,133837.5100207945,-129818.51002079449
3576,510,133839.56272348508,-133329.56272348508
2897,1057,133847.4715290834,-132790.4715290834
2434,1535,133857.67982851,-132322.67982851
3364,5941,133861.94296134912,-127920.94296134912
3381,477,133879.34418000086,-133402.34418000086
5812,390,133886.42540074795,-133496.42540074795
5454,908,133909.33751026972,-133001.33751026972
344,402,133919.21043792,-133517.21043792
268,470,133930.32608154483,-133460.32608154483
6060,1050,133933.1995094601,-132883.1995094601
862,78,133937.5701612213,-133859.5701612213
5686,400,133940.79773975958,-133540.79773975958
510,1324,133945.10615505726,-132621.10615505726
1289,380,133971.6500845437,-133591.6500845437
4777,1300,133979.37862168203,-132679.37862168203
846,1200,133982.51240660844,-132782.51240660844
5932,2099,133995.82478303558,-131896.82478303558
5323,260,134020.19522472852,-133760.19522472852
2567,1009,134050.45788234833,-133041.45788234833
1308,643,134051.36292697024,-133408.36292697024
1863,260,134056.73255834074,-133796.73255834074
1671,1268,134069.69685642372,-132801.69685642372
4832,500,134096.24690218808,-133596.24690218808
40,1000,134113.97637539645,-133113.97637539645
6100,1250,134118.06974938174,-132868.06974938174
4506,1188,134122.16550096122,-132934.16550096122
649,3581,134159.66624579026,-130578.66624579026
3959,600,134180.54280392,-133580.54280392
4310,850,134188.76530385972,-133338.76530385972
2272,425,134220.52278939137,-133795.52278939137
4760,1979,134224.28077123905,-132245.28077123905
3085,2500,134236.7329386949,-131736.7329386949
5086,500,134257.61779917832,-133757.61779917832
2407,1250,134259.16672286394,-133009.16672286394
5130,537,134266.42920026943,-133729.42920026943
1471,1358,134277.7654318663,-132919.7654318663
1591,2400,134280.3726653634,-131880.3726653634
848,2000,134303.33666606626,-132303.33666606626
4298,390,134307.6520093517,-133917.6520093517
2734,856,134331.58503223993,-133475.58503223993
3672,333,134341.87745496482,-134008.87745496482
2102,614,134355.67721842698,-133741.67721842698
1470,1086,134369.78930211757,-133283.78930211757
5094,900,134381.34987101195,-133481.34987101195
2938,850,134388.6837053204,-133538.6837053204
5250,500,134410.42146256875,-133910.42146256875
2252,920,134421.89462184542,-133501.89462184542
5071,3100,134434.81276399633,-131334.81276399633
5358,913,134438.24685562786,-133525.24685562786
4039,1200,134455.87967753402,-133255.87967753402
1980,914,134462.1486455883,-133548.1486455883
1334,764,134463.3138114716,-133699.3138114716
1089,280,134476.41328099495,-134196.41328099495
975,1496,134479.3856075599,-132983.3856075599
4674,1150,134485.96503202585,-133335.96503202585
5436,380,134563.09293127264,-134183.09293127264
716,1577,134581.41795241332,-133004.41795241332
5381,775,134602.11312754345,-133827.11312754345
5636,699,134634.650841544,-133935.650841544
3629,297,134652.68931360266,-134355.68931360266
5099,594,134690.05083952454,-134096.05083952454
857,1000,134691.33482193793,-133691.33482193793
5591,1870,134692.3631075034,-132822.3631075034
4090,240,134694.3235907721,-134454.3235907721
2992,1239,134720.42127023026,-133481.42127023026
5127,770,134723.62023126846,-133953.62023126846
1258,900,134736.91942139552,-133836.91942139552
1480,1200,134755.24982329694,-133555.24982329694
5954,1171,134766.0800031916,-133595.0800031916
4105,1105,134769.96198456554,-133664.96198456554
2196,1307,134770.44703224342,-133463.44703224342
5779,543,134809.00445659287,-134266.00445659287
2458,1270,134814.17305983743,-133544.17305983743
5277,900,134814.3844951704,-133914.3844951704
104,1684,134888.97936094247,-133204.97936094247
637,750,134908.81066321032,-134158.81066321032
3279,600,134913.7024211638,-134313.7024211638
1599,350,134930.64900848898,-134580.64900848898
5237,380,134934.0495143658,-134554.0495143658
5294,1143,134949.68542770104,-133806.68542770104
171,611,134962.04977964278,-134351.04977964278
3354,729,134963.57368773958,-134234.57368773958
4991,533,134976.07302489408,-134443.07302489408
2081,1719,134982.05715597377,-133263.05715597377
3710,1386,134986.39237959927,-133600.39237959927
869,235,134989.89552482645,-134754.89552482645
1949,1700,135008.03520280938,-133308.03520280938
497,500,135023.12158854696,-134523.12158854696
5726,1350,135036.0697956393,-133686.0697956393
5742,1637,135038.1404940636,-133401.1404940636
2460,3480,135038.85345246855,-131558.85345246855
4227,1500,135046.59998547545,-133546.59998547545
3909,600,135065.46895884807,-134465.46895884807
299,1350,135094.20028723788,-133744.20028723788
5072,764,135106.24973785484,-134342.24973785484
1572,1649,135111.59975292967,-133462.59975292967
829,1057,135119.41637675327,-134062.41637675327
2551,4500,135166.81509033465,-130666.81509033465
4225,799,135168.23237675882,-134369.23237675882
409,400,135170.58755805265,-134770.58755805265
4214,530,135184.47971567867,-134654.47971567867
4948,300,135196.61276454528,-134896.61276454528
1068,1063,135204.26243093782,-134141.26243093782
4969,459,135209.28033349942,-134750.28033349942
3821,721,135218.78804398075,-134497.78804398075
4835,480,135219.97481594162,-134739.97481594162
5448,1147,135227.94215707883,-134080.94215707883
5435,1300,135228.78817191214,-133928.78817191214
2553,1059,135231.07347009794,-134172.07347009794
1205,420,135241.40104073824,-134821.40104073824
5766,1457,135249.52001408927,-133792.52001408927
754,1502,135250.05941662873,-133748.05941662873
1938,1153,135251.73616093388,-134098.73616093388
882,2512,135322.98560175498,-132810.98560175498
4131,679,135324.1790610609,-134645.1790610609
2961,1001,135330.23949672002,-134329.23949672002
1871,1208,135350.8949410808,-134142.8949410808
5208,2150,135373.2286582023,-133223.2286582023
4139,950,135386.37719884032,-134436.37719884032
5359,2130,135423.8958600914,-133293.8958600914
2332,1106,135425.4617190269,-134319.4617190269
2290,979,135479.8703382639,-134500.8703382639
5196,1200,135484.77665530352,-134284.77665530352
5404,1120,135493.98267730259,-134373.98267730259
2161,750,135500.17523457925,-134750.17523457925
3225,1213,135541.39662394804,-134328.39662394804
2740,600,135551.46753517183,-134951.46753517183
844,1336,135556.651264035,-134220.651264035
3172,1648,135561.49663037638,-133913.49663037638
1079,629,135571.51178828644,-134942.51178828644
3442,6430,135599.95879039812,-129169.95879039812
483,390,135624.55242544168,-135234.55242544168
4458,960,135627.11607612425,-134667.11607612425
4215,328,135645.37205977197,-135317.37205977197
5769,356,135652.31379611127,-135296.31379611127
2185,1303,135654.8704925897,-134351.8704925897
5898,350,135659.2009121661,-135309.2009121661
6228,549,135664.1190708881,-135115.1190708881
5870,760,135680.6154923703,-134920.6154923703
6242,945,135726.43274268552,-134781.43274268552
4504,2677,135766.20921319278,-133089.20921319278
3607,1950,135771.2580620306,-133821.2580620306
2198,800,135778.51302212744,-134978.51302212744
5748,231,135782.67300722483,-135551.67300722483
927,1068,135785.6613759709,-134717.6613759709
1070,3000,135833.78148354558,-132833.78148354558
5871,250,135852.98250476757,-135602.98250476757
6169,2485,135871.96396860384,-133386.96396860384
4160,940,135876.3254339532,-134936.3254339532
5873,5600,135899.08365960437,-130299.08365960437
3839,883,135906.97415604716,-135023.97415604716
5001,369,135939.68260990625,-135570.68260990625
287,1250,135952.08133496012,-134702.08133496012
5327,987,135954.15450708612,-134967.15450708612
1167,1500,135957.9806632412,-134457.9806632412
828,1357,135958.38557291863,-134601.38557291863
1085,1300,135977.34246701008,-134677.34246701008
166,400,135982.19383255165,-135582.19383255165
554,600,135988.62481384078,-135388.62481384078
2351,968,136040.02566499752,-135072.02566499752
1916,857,136067.93514821466,-135210.93514821466
1008,594,136094.8043055314,-135500.8043055314
1171,480,136135.339332093,-135655.339332093
5821,3500,136147.23371417396,-132647.23371417396
2773,649,136150.6241185035,-135501.6241185035
4223,937,136158.49356838298,-135221.49356838298
4543,980,136170.3082373043,-135190.3082373043
1087,380,136176.77460404753,-135796.77460404753
3974,680,136195.42350224723,-135515.42350224723
56,909,136197.63287102175,-135288.63287102175
1950,620,136213.36361988302,-135593.36361988302
3753,6430,136222.01808187822,-129792.01808187822
951,230,136251.4868297168,-136021.4868297168
4639,590,136284.10455702237,-135694.10455702237
2191,311,136286.12787143193,-135975.12787143193
6200,1199,136287.97331087553,-135088.97331087553
3706,1188,136289.86675138396,-135101.86675138396
3235,2100,136316.65232124174,-134216.65232124174
3977,545,136320.71644320647,-135775.71644320647
4554,1341,136321.57667967584,-134980.57667967584
531,1050,136326.13869066743,-135276.13869066743
6103,1191,136361.67150518156,-135170.67150518156
2913,1313,136392.4605558292,-135079.4605558292
4766,3000,136414.9006114099,-133414.9006114099
1189,930,136426.57936982845,-135496.57936982845
619,2450,136433.70642051863,-133983.70642051863
6117,592,136445.41847379092,-135853.41847379092
3871,369,136482.0859744601,-136113.0859744601
5081,550,136513.06659360242,-135963.06659360242
1007,1392,136518.33093759,-135126.33093759
3942,1339,136519.7585714007,-135180.7585714007
4236,1400,136543.6848912845,-135143.6848912845
84,2017,136546.77221120227,-134529.77221120227
5149,900,136563.57615562264,-135663.57615562264
1121,1719,136617.4691489639,-134898.4691489639
1386,765,136623.04694736024,-135858.04694736024
4347,1199,136639.92127340662,-135440.92127340662
796,800,136648.63736781562,-135848.63736781562
5792,1240,136656.91204350034,-135416.91204350034
1560,870,136660.14599496147,-135790.14599496147
3481,1407,136667.98377101735,-135260.98377101735
1704,593,136681.3376040522,-136088.3376040522
1601,2799,136747.0669816248,-133948.0669816248
6038,1171,136755.35443798217,-135584.35443798217
3558,1199,136767.3681510138,-135568.3681510138
2147,640,136777.52319406686,-136137.52319406686
1943,700,136778.16190155537,-136078.16190155537
5255,2314,136806.56941552923,-134492.56941552923
3168,1990,136814.6057948401,-134824.6057948401
2397,600,136832.79999500784,-136232.79999500784
1217,2429,136837.25947682105,-134408.25947682105
3794,1295,136854.21740211904,-135559.21740211904
5691,1969,136858.07065010694,-134889.07065010694
2574,2207,136863.30811652573,-134656.30811652573
6154,650,136866.59889449773,-136216.59889449773
3496,4072,136870.9976883206,-132798.9976883206
5329,1213,136874.37434601702,-135661.37434601702
1011,920,136921.5999341235,-136001.5999341235
1228,500,136931.58820628215,-136431.58820628215
2549,519,136944.77353469332,-136425.77353469332
1618,550,136966.42782059687,-136416.42782059687
3177,800,136971.02376205017,-136171.02376205017
4816,679,137038.9313672667,-136359.9313672667
6056,224,137040.49060073524,-136816.49060073524
5865,300,137048.77391676186,-136748.77391676186
4333,350,137060.79908758984,-136710.79908758984
1062,220,137062.663620075,-136842.663620075
5820,1350,137064.6419621501,-135714.6419621501
5013,485,137066.1550410383,-136581.1550410383
4476,480,137068.4192675664,-136588.4192675664
6139,999,137071.1128148876,-136072.1128148876
1024,769,137111.2979018552,-136342.2979018552
5937,517,137139.87003490445,-136622.87003490445
4064,358,137140.87873206654,-136782.87873206654
1138,1928,137189.1120312774,-135261.1120312774
319,460,137227.15741164985,-136767.15741164985
47,560,137234.92072251654,-136674.92072251654
2872,2836,137258.11663405024,-134422.11663405024
992,480,137281.0327241102,-136801.0327241102
6095,690,137282.2866471731,-136592.2866471731
522,2999,137308.32033104578,-134309.32033104578
12,507,137324.22930919463,-136817.22930919463
1423,900,137324.7244851969,-136424.7244851969
1239,3300,137357.93322074864,-134057.93322074864
5120,4000,137365.48394814355,-133365.48394814355
151,800,137365.88218223778,-136565.88218223778
435,743,137377.37998942987,-136634.37998942987
4366,850,137382.69984962035,-136532.69984962035
4413,600,137385.1987261528,-136785.1987261528
976,503,137396.65925576913,-136893.65925576913
1219,1017,137422.51735917627,-136405.51735917627
2077,4170,137427.0852621373,-133257.0852621373
4648,222,137441.6309234612,-137219.6309234612
1143,201,137455.46160611798,-137254.46160611798
3632,330,137469.52542437395,-137139.52542437395
4787,469,137483.41535158583,-137014.41535158583
2124,1019,137532.13285881924,-136513.13285881924
1043,227,137539.2498264072,-137312.2498264072
1401,1797,137579.96170422615,-135782.96170422615
2591,2690,137597.98623415842,-134907.98623415842
6098,1167,137613.14695923685,-136446.14695923685
1310,925,137643.53714798403,-136718.53714798403
218,843,137671.38001387205,-136828.38001387205
5109,1347,137673.4492912915,-136326.4492912915
4973,390,137697.3733638954,-137307.3733638954
622,763,137704.515229045,-136941.515229045
1556,849,137704.97569206162,-136855.97569206162
3581,1364,137714.91790782797,-136350.91790782797
1643,1129,137720.96397713624,-136591.96397713624
1694,555,137728.0225713789,-137173.0225713789
918,500,137738.35780469287,-137238.35780469287
4493,650,137760.6241753745,-137110.6241753745
257,1800,137784.2829341195,-135984.2829341195
4169,1161,137790.50131424723,-136629.50131424723
5777,1000,137792.02138813795,-136792.02138813795
5503,1511,137794.00488013536,-136283.00488013536
600,628,137818.7038964728,-137190.7038964728
2546,4500,137832.4406756083,-133332.4406756083
3578,1933,137842.64002126566,-135909.64002126566
4951,5007,137852.42521017548,-132845.42521017548
5488,1346,137854.75168200754,-136508.75168200754
5259,813,137860.76223432538,-137047.76223432538
4547,2500,137873.18053377286,-135373.18053377286
2455,899,137875.6286989213,-136976.6286989213
1986,679,137877.48873879394,-137198.48873879394
3539,1100,137906.51963028335,-136806.51963028335
4918,280,137908.79290766452,-137628.79290766452
573,1358,137912.69079628427,-136554.69079628427
5033,420,137915.33087810045,-137495.33087810045
1878,938,137934.70180153495,-136996.70180153495
1435,400,137939.55396881182,-137539.55396881182
4369,619,137995.60460118085,-137376.60460118085
4128,160,138020.4399060774,-137860.4399060774
